student_id,university_id,rank,satisfaction
216,651,11,0.8
2160,522,1,1.0
21600,751,16,0.7
21601,711,12,0.78
21602,287,7,0.88
21603,277,1,1.0
21604,138,3,0.96
21605,566,1,1.0
21606,903,9,0.84
21607,224,30,0.42
21608,28,4,0.94
21609,108,2,0.98
2161,615,1,1.0
21610,869,10,0.82
21611,991,2,0.98
21612,550,2,0.98
21613,992,5,0.92
21614,59,14,0.74
21615,572,9,0.84
21616,755,10,0.82
21617,374,11,0.8
21618,801,3,0.96
21619,43,15,0.72
2162,305,10,0.82
21620,907,1,1.0
21621,402,3,0.96
21622,707,3,0.96
21623,171,6,0.9
21624,237,3,0.96
21625,181,4,0.94
21626,114,4,0.94
21627,447,27,0.48
21628,949,1,1.0
21629,981,4,0.94
2163,490,1,1.0
21630,890,5,0.92
21631,349,11,0.8
21632,691,4,0.94
21633,184,6,0.9
21634,57,12,0.78
21635,110,5,0.92
21636,645,1,1.0
21637,94,1,1.0
21638,275,19,0.64
21639,10,3,0.96
2164,476,10,0.82
21640,285,36,0.3
21641,35,5,0.92
21642,106,3,0.96
21643,289,3,0.96
21644,853,19,0.64
21645,707,3,0.96
21646,453,1,1.0
21647,107,15,0.72
21648,898,1,1.0
21649,671,3,0.96
2165,180,37,0.28
21650,316,23,0.56
21651,596,19,0.64
21652,305,18,0.66
21653,804,16,0.7
21654,38,2,0.98
21655,785,1,1.0
21656,300,12,0.78
21657,729,22,0.58
21658,788,5,0.92
21659,77,2,0.98
2166,225,1,1.0
21660,811,16,0.7
21661,931,10,0.82
21662,198,1,1.0
21663,637,14,0.74
21664,50,17,0.68
21665,372,19,0.64
21666,693,29,0.44
21667,483,4,0.94
21668,842,3,0.96
21669,190,6,0.9
2167,867,2,0.98
21670,940,28,0.46
21671,365,2,0.98
21672,765,2,0.98
21673,997,11,0.8
21674,333,1,1.0
21675,26,17,0.68
21676,742,35,0.32
21677,648,3,0.96
21678,740,21,0.6
21679,188,6,0.9
2168,376,1,1.0
21680,603,1,1.0
21681,955,2,0.98
21682,707,3,0.96
21683,16,1,1.0
21684,133,17,0.68
21685,989,10,0.82
21686,234,7,0.88
21687,333,1,1.0
21688,547,18,0.66
21689,804,8,0.86
2169,860,11,0.8
21690,538,2,0.98
21691,677,24,0.54
21692,482,1,1.0
21693,898,2,0.98
21694,364,29,0.44
21695,811,20,0.62
21696,525,5,0.92
21697,862,1,1.0
21698,311,1,1.0
21699,946,31,0.4
217,543,35,0.32
2170,199,1,1.0
21700,374,16,0.7
21701,504,30,0.42
21702,40,9,0.84
21703,124,2,0.98
21704,903,8,0.86
21705,443,1,1.0
21706,546,3,0.96
21707,211,11,0.8
21708,30,32,0.38
21709,332,7,0.88
2171,215,9,0.84
21710,636,6,0.9
21711,691,7,0.88
21712,175,40,0.22
21713,703,11,0.8
21714,218,7,0.88
21715,580,19,0.64
21716,72,1,1.0
21717,452,7,0.88
21718,840,5,0.92
21719,390,2,0.98
2172,440,3,0.96
21720,785,1,1.0
21721,110,5,0.92
21722,530,22,0.58
21723,792,3,0.96
21724,986,1,1.0
21725,19,1,1.0
21726,479,1,1.0
21727,551,2,0.98
21728,110,6,0.9
21729,120,17,0.68
2173,962,20,0.62
21730,82,4,0.94
21731,366,1,1.0
21732,653,3,0.96
21733,63,1,1.0
21734,912,32,0.38
21735,671,4,0.94
21736,636,8,0.86
21737,970,2,0.98
21738,671,2,0.98
21739,287,11,0.8
2174,766,18,0.66
21740,588,29,0.44
21741,176,7,0.88
21742,269,12,0.78
21743,23,24,0.54
21744,448,6,0.9
21745,908,12,0.78
21746,958,12,0.78
21747,661,1,1.0
21748,436,9,0.84
21749,354,1,1.0
2175,946,24,0.54
21750,487,10,0.82
21751,760,1,1.0
21752,555,6,0.9
21753,502,16,0.7
21754,610,25,0.52
21755,161,4,0.94
21756,406,4,0.94
21757,672,2,0.98
21758,305,13,0.76
21759,578,1,1.0
2176,346,1,1.0
21760,767,13,0.76
21761,333,1,1.0
21762,973,11,0.8
21763,122,5,0.92
21764,590,29,0.44
21765,121,1,1.0
21766,892,9,0.84
21767,29,1,1.0
21768,369,13,0.76
21769,948,9,0.84
2177,510,4,0.94
21770,71,10,0.82
21771,374,12,0.78
21772,76,5,0.92
21773,542,17,0.68
21774,283,1,1.0
21775,629,2,0.98
21776,360,3,0.96
21777,674,1,1.0
21778,809,3,0.96
21779,669,1,1.0
2178,410,1,1.0
21780,681,29,0.44
21781,386,1,1.0
21782,463,5,0.92
21783,389,2,0.98
21784,37,4,0.94
21785,298,2,0.98
21786,470,17,0.68
21787,52,6,0.9
21788,94,1,1.0
21789,951,2,0.98
2179,711,11,0.8
21790,294,26,0.5
21791,908,15,0.72
21792,8,4,0.94
21793,667,12,0.78
21794,975,5,0.92
21795,29,1,1.0
21796,599,5,0.92
21797,875,23,0.56
21798,687,13,0.76
21799,561,25,0.52
218,833,1,1.0
2180,398,14,0.74
21800,979,13,0.76
21801,295,1,1.0
21802,532,1,1.0
21803,454,2,0.98
21804,957,2,0.98
21805,693,22,0.58
21806,820,6,0.9
21807,204,13,0.76
21808,831,3,0.96
21809,362,36,0.3
2181,323,3,0.96
21810,969,3,0.96
21811,773,3,0.96
21812,395,6,0.9
21813,369,20,0.62
21814,143,18,0.66
21815,547,9,0.84
21816,830,3,0.96
21817,424,12,0.78
21818,535,13,0.76
21819,490,1,1.0
2182,747,3,0.96
21820,225,1,1.0
21821,352,12,0.78
21822,316,20,0.62
21823,29,1,1.0
21824,21,27,0.48
21825,422,3,0.96
21826,403,10,0.82
21827,283,1,1.0
21828,24,20,0.62
21829,613,1,1.0
2183,452,7,0.88
21830,426,21,0.6
21831,560,13,0.76
21832,720,8,0.86
21833,471,21,0.6
21834,658,19,0.64
21835,547,10,0.82
21836,434,13,0.76
21837,948,12,0.78
21838,497,1,1.0
21839,947,10,0.82
2184,951,3,0.96
21840,941,10,0.82
21841,136,30,0.42
21842,466,31,0.4
21843,334,6,0.9
21844,191,12,0.78
21845,286,24,0.54
21846,765,1,1.0
21847,467,1,1.0
21848,780,1,1.0
21849,630,2,0.98
2185,161,6,0.9
21850,927,13,0.76
21851,70,1,1.0
21852,30,34,0.34
21853,360,1,1.0
21854,347,2,0.98
21855,147,1,1.0
21856,593,3,0.96
21857,782,1,1.0
21858,809,3,0.96
21859,900,1,1.0
2186,108,3,0.96
21860,502,10,0.82
21861,111,28,0.46
21862,350,1,1.0
21863,376,3,0.96
21864,663,24,0.54
21865,214,31,0.4
21866,645,1,1.0
21867,978,7,0.88
21868,742,37,0.28
21869,462,1,1.0
2187,959,8,0.86
21870,583,19,0.64
21871,913,17,0.68
21872,523,19,0.64
21873,535,17,0.68
21874,795,23,0.56
21875,195,11,0.8
21876,275,15,0.72
21877,89,2,0.98
21878,605,25,0.52
21879,849,1,1.0
2188,530,15,0.72
21880,888,3,0.96
21881,245,17,0.68
21882,644,1,1.0
21883,359,14,0.74
21884,237,1,1.0
21885,218,16,0.7
21886,458,4,0.94
21887,520,1,1.0
21888,192,2,0.98
21889,479,1,1.0
2189,718,4,0.94
21890,830,1,1.0
21891,604,18,0.66
21892,527,3,0.96
21893,695,34,0.34
21894,994,16,0.7
21895,310,1,1.0
21896,196,3,0.96
21897,678,5,0.92
21898,307,1,1.0
21899,520,1,1.0
219,157,4,0.94
2190,33,1,1.0
21900,992,4,0.94
21901,262,13,0.76
21902,820,7,0.88
21903,833,1,1.0
21904,5,1,1.0
21905,519,37,0.28
21906,532,1,1.0
21907,914,21,0.6
21908,617,9,0.84
21909,575,1,1.0
2191,440,2,0.98
21910,783,2,0.98
21911,964,1,1.0
21912,201,30,0.42
21913,138,2,0.98
21914,68,44,0.14
21915,759,2,0.98
21916,4,2,0.98
21917,187,22,0.58
21918,816,23,0.56
21919,492,3,0.96
2192,614,10,0.82
21920,938,16,0.7
21921,663,18,0.66
21922,765,2,0.98
21923,222,2,0.98
21924,208,20,0.62
21925,673,1,1.0
21926,854,4,0.94
21927,885,36,0.3
21928,535,13,0.76
21929,807,13,0.76
2193,159,29,0.44
21930,196,3,0.96
21931,112,19,0.64
21932,265,4,0.94
21933,922,38,0.26
21934,348,32,0.38
21935,485,3,0.96
21936,166,2,0.98
21937,272,18,0.66
21938,480,7,0.88
21939,848,1,1.0
2194,996,4,0.94
21940,849,1,1.0
21941,115,28,0.46
21942,920,4,0.94
21943,742,37,0.28
21944,110,8,0.86
21945,640,24,0.54
21946,508,2,0.98
21947,463,9,0.84
21948,192,2,0.98
21949,162,1,1.0
2195,51,7,0.88
21950,29,1,1.0
21951,746,6,0.9
21952,310,1,1.0
21953,0,3,0.96
21954,444,1,1.0
21955,220,14,0.74
21956,732,1,1.0
21957,973,17,0.68
21958,142,13,0.76
21959,283,1,1.0
2196,992,1,1.0
21960,167,1,1.0
21961,399,18,0.66
21962,980,1,1.0
21963,633,1,1.0
21964,537,11,0.8
21965,584,8,0.86
21966,84,10,0.82
21967,951,1,1.0
21968,251,1,1.0
21969,40,7,0.88
2197,173,1,1.0
21970,807,7,0.88
21971,954,29,0.44
21972,45,1,1.0
21973,198,1,1.0
21974,2,24,0.54
21975,955,2,0.98
21976,323,3,0.96
21977,181,1,1.0
21978,960,1,1.0
21979,159,21,0.6
2198,821,16,0.7
21980,227,5,0.92
21981,141,1,1.0
21982,826,1,1.0
21983,416,21,0.6
21984,991,1,1.0
21985,282,13,0.76
21986,609,1,1.0
21987,845,4,0.94
21988,428,17,0.68
21989,505,3,0.96
2199,664,2,0.98
21990,243,1,1.0
21991,290,3,0.96
21992,961,6,0.9
21993,63,2,0.98
21994,282,24,0.54
21995,949,2,0.98
21996,30,32,0.38
21997,151,1,1.0
21998,554,12,0.78
21999,171,5,0.92
22,184,1,1.0
220,349,8,0.86
2200,22,4,0.94
22000,949,1,1.0
22001,569,11,0.8
22002,31,31,0.4
22003,18,2,0.98
22004,25,6,0.9
22005,361,34,0.34
22006,159,18,0.66
22007,578,1,1.0
22008,941,8,0.86
22009,928,2,0.98
2201,248,15,0.72
22010,78,5,0.92
22011,676,25,0.52
22012,234,3,0.96
22013,9,24,0.54
22014,338,2,0.98
22015,527,1,1.0
22016,981,5,0.92
22017,764,7,0.88
22018,199,1,1.0
22019,483,3,0.96
2202,585,1,1.0
22020,190,5,0.92
22021,961,4,0.94
22022,769,2,0.98
22023,410,1,1.0
22024,609,1,1.0
22025,883,12,0.78
22026,568,13,0.76
22027,623,5,0.92
22028,189,12,0.78
22029,908,13,0.76
2203,351,1,1.0
22030,818,8,0.86
22031,849,1,1.0
22032,765,2,0.98
22033,656,8,0.86
22034,508,2,0.98
22035,48,1,1.0
22036,337,4,0.94
22037,834,5,0.92
22038,82,3,0.96
22039,804,12,0.78
2204,798,3,0.96
22040,588,26,0.5
22041,950,29,0.44
22042,823,16,0.7
22043,640,19,0.64
22044,125,14,0.74
22045,403,8,0.86
22046,163,6,0.9
22047,969,5,0.92
22048,462,1,1.0
22049,178,1,1.0
2205,995,12,0.78
22050,340,1,1.0
22051,897,33,0.36
22052,532,1,1.0
22053,785,1,1.0
22054,279,12,0.78
22055,340,2,0.98
22056,412,16,0.7
22057,811,23,0.56
22058,453,1,1.0
22059,398,10,0.82
2206,645,1,1.0
22060,263,7,0.88
22061,711,6,0.9
22062,476,4,0.94
22063,929,8,0.86
22064,716,29,0.44
22065,204,13,0.76
22066,568,8,0.86
22067,717,21,0.6
22068,235,6,0.9
22069,242,15,0.72
2207,707,2,0.98
22070,118,25,0.52
22071,865,10,0.82
22072,765,1,1.0
22073,445,1,1.0
22074,707,2,0.98
22075,932,15,0.72
22076,376,2,0.98
22077,556,2,0.98
22078,768,1,1.0
22079,491,1,1.0
2208,672,3,0.96
22080,856,19,0.64
22081,602,14,0.74
22082,160,20,0.62
22083,672,4,0.94
22084,199,1,1.0
22085,233,1,1.0
22086,249,4,0.94
22087,978,4,0.94
22088,470,15,0.72
22089,829,13,0.76
2209,468,22,0.58
22090,117,4,0.94
22091,489,42,0.18
22092,671,2,0.98
22093,555,10,0.82
22094,953,32,0.38
22095,536,22,0.58
22096,136,17,0.68
22097,566,2,0.98
22098,486,2,0.98
22099,219,4,0.94
221,458,2,0.98
2210,972,1,1.0
22100,972,1,1.0
22101,193,14,0.74
22102,669,1,1.0
22103,77,2,0.98
22104,331,10,0.82
22105,928,2,0.98
22106,642,22,0.58
22107,437,24,0.54
22108,618,9,0.84
22109,476,6,0.9
2211,699,16,0.7
22110,288,17,0.68
22111,424,10,0.82
22112,393,2,0.98
22113,278,2,0.98
22114,975,4,0.94
22115,468,24,0.54
22116,644,1,1.0
22117,452,5,0.92
22118,872,2,0.98
22119,5,1,1.0
2212,809,2,0.98
22120,971,16,0.7
22121,994,15,0.72
22122,746,8,0.86
22123,593,2,0.98
22124,33,1,1.0
22125,221,1,1.0
22126,927,12,0.78
22127,83,14,0.74
22128,6,5,0.92
22129,553,1,1.0
2213,211,15,0.72
22130,345,5,0.92
22131,192,1,1.0
22132,469,1,1.0
22133,894,1,1.0
22134,222,4,0.94
22135,568,6,0.9
22136,859,2,0.98
22137,281,6,0.9
22138,829,7,0.88
22139,316,16,0.7
2214,151,1,1.0
22140,360,3,0.96
22141,554,3,0.96
22142,110,8,0.86
22143,599,5,0.92
22144,461,7,0.88
22145,664,2,0.98
22146,441,3,0.96
22147,61,17,0.68
22148,403,18,0.66
22149,580,12,0.78
2215,48,1,1.0
22150,142,6,0.9
22151,28,5,0.92
22152,75,1,1.0
22153,917,24,0.54
22154,571,2,0.98
22155,298,3,0.96
22156,839,1,1.0
22157,629,3,0.96
22158,336,20,0.62
22159,87,1,1.0
2216,439,1,1.0
22160,204,12,0.78
22161,202,25,0.52
22162,438,6,0.9
22163,103,1,1.0
22164,339,2,0.98
22165,32,9,0.84
22166,598,30,0.42
22167,474,5,0.92
22168,771,6,0.9
22169,205,6,0.9
2217,769,1,1.0
22170,278,2,0.98
22171,280,25,0.52
22172,393,1,1.0
22173,142,20,0.62
22174,440,2,0.98
22175,304,1,1.0
22176,37,2,0.98
22177,919,4,0.94
22178,988,11,0.8
22179,492,1,1.0
2218,736,1,1.0
22180,429,9,0.84
22181,289,1,1.0
22182,970,2,0.98
22183,362,28,0.46
22184,767,17,0.68
22185,862,1,1.0
22186,311,1,1.0
22187,6,4,0.94
22188,175,38,0.26
22189,132,1,1.0
2219,553,1,1.0
22190,658,18,0.66
22191,50,18,0.66
22192,746,7,0.88
22193,370,4,0.94
22194,580,13,0.76
22195,15,1,1.0
22196,684,5,0.92
22197,727,11,0.8
22198,776,4,0.94
22199,781,30,0.42
222,196,2,0.98
2220,714,17,0.68
22200,215,7,0.88
22201,309,1,1.0
22202,906,31,0.4
22203,15,1,1.0
22204,669,1,1.0
22205,259,12,0.78
22206,157,4,0.94
22207,713,30,0.42
22208,695,30,0.42
22209,155,1,1.0
2221,23,21,0.6
22210,339,1,1.0
22211,166,2,0.98
22212,605,23,0.56
22213,537,12,0.78
22214,336,34,0.34
22215,956,1,1.0
22216,449,7,0.88
22217,12,1,1.0
22218,882,17,0.68
22219,908,5,0.92
2222,241,2,0.98
22220,349,5,0.92
22221,113,1,1.0
22222,425,12,0.78
22223,49,4,0.94
22224,765,1,1.0
22225,948,5,0.92
22226,333,1,1.0
22227,215,4,0.94
22228,628,10,0.82
22229,320,2,0.98
2223,450,19,0.64
22230,7,9,0.84
22231,404,7,0.88
22232,198,1,1.0
22233,727,18,0.66
22234,567,16,0.7
22235,801,3,0.96
22236,122,5,0.92
22237,140,2,0.98
22238,833,1,1.0
22239,320,2,0.98
2224,816,16,0.7
22240,299,1,1.0
22241,627,1,1.0
22242,492,5,0.92
22243,470,22,0.58
22244,326,12,0.78
22245,0,3,0.96
22246,683,18,0.66
22247,833,1,1.0
22248,225,1,1.0
22249,3,1,1.0
2225,753,10,0.82
22250,117,2,0.98
22251,643,1,1.0
22252,793,32,0.38
22253,659,2,0.98
22254,17,5,0.92
22255,438,12,0.78
22256,70,1,1.0
22257,940,27,0.48
22258,673,1,1.0
22259,364,35,0.32
2226,155,2,0.98
22260,673,1,1.0
22261,247,39,0.24
22262,90,9,0.84
22263,361,32,0.38
22264,859,2,0.98
22265,836,1,1.0
22266,941,6,0.9
22267,372,20,0.62
22268,360,2,0.98
22269,987,3,0.96
2227,295,1,1.0
22270,263,8,0.86
22271,648,1,1.0
22272,967,31,0.4
22273,878,18,0.66
22274,806,31,0.4
22275,979,8,0.86
22276,702,29,0.44
22277,243,1,1.0
22278,116,30,0.42
22279,357,1,1.0
2228,912,33,0.36
22280,233,1,1.0
22281,455,5,0.92
22282,990,2,0.98
22283,161,1,1.0
22284,122,4,0.94
22285,4,4,0.94
22286,18,1,1.0
22287,808,17,0.68
22288,844,28,0.46
22289,724,14,0.74
2229,523,26,0.5
22290,572,9,0.84
22291,655,23,0.56
22292,539,4,0.94
22293,896,15,0.72
22294,158,10,0.82
22295,267,3,0.96
22296,649,19,0.64
22297,522,1,1.0
22298,834,6,0.9
22299,314,2,0.98
223,551,1,1.0
2230,16,1,1.0
22300,349,5,0.92
22301,840,8,0.86
22302,692,21,0.6
22303,304,1,1.0
22304,679,10,0.82
22305,139,26,0.5
22306,694,19,0.64
22307,708,33,0.36
22308,537,12,0.78
22309,789,7,0.88
2231,632,14,0.74
22310,845,3,0.96
22311,341,31,0.4
22312,846,1,1.0
22313,477,3,0.96
22314,981,6,0.9
22315,178,2,0.98
22316,935,35,0.32
22317,48,1,1.0
22318,214,27,0.48
22319,75,1,1.0
2232,338,1,1.0
22320,506,3,0.96
22321,321,10,0.82
22322,253,18,0.66
22323,745,1,1.0
22324,668,36,0.3
22325,68,33,0.36
22326,257,1,1.0
22327,759,2,0.98
22328,714,12,0.78
22329,313,2,0.98
2233,672,4,0.94
22330,134,28,0.46
22331,278,1,1.0
22332,51,11,0.8
22333,651,6,0.9
22334,434,21,0.6
22335,207,2,0.98
22336,94,1,1.0
22337,542,17,0.68
22338,103,1,1.0
22339,855,4,0.94
2234,284,1,1.0
22340,334,10,0.82
22341,839,1,1.0
22342,95,29,0.44
22343,421,19,0.64
22344,142,13,0.76
22345,774,17,0.68
22346,66,10,0.82
22347,616,13,0.76
22348,389,1,1.0
22349,31,20,0.62
2235,489,42,0.18
22350,197,21,0.6
22351,525,7,0.88
22352,490,2,0.98
22353,177,1,1.0
22354,679,9,0.84
22355,970,1,1.0
22356,337,6,0.9
22357,604,23,0.56
22358,375,1,1.0
22359,829,11,0.8
2236,389,1,1.0
22360,928,2,0.98
22361,88,1,1.0
22362,340,1,1.0
22363,259,11,0.8
22364,163,8,0.86
22365,321,8,0.86
22366,110,5,0.92
22367,878,16,0.7
22368,607,41,0.2
22369,835,33,0.36
2237,654,1,1.0
22370,355,2,0.98
22371,864,20,0.62
22372,530,20,0.62
22373,390,3,0.96
22374,22,5,0.92
22375,921,2,0.98
22376,542,19,0.64
22377,653,3,0.96
22378,328,1,1.0
22379,262,12,0.78
2238,669,1,1.0
22380,371,3,0.96
22381,925,24,0.54
22382,178,3,0.96
22383,676,19,0.64
22384,651,9,0.84
22385,103,1,1.0
22386,44,2,0.98
22387,21,28,0.46
22388,630,2,0.98
22389,759,2,0.98
2239,919,2,0.98
22390,116,31,0.4
22391,141,1,1.0
22392,467,4,0.94
22393,681,30,0.42
22394,377,1,1.0
22395,295,1,1.0
22396,877,6,0.9
22397,235,3,0.96
22398,59,8,0.86
22399,825,5,0.92
224,165,1,1.0
2240,153,12,0.78
22400,167,1,1.0
22401,330,32,0.38
22402,650,1,1.0
22403,928,1,1.0
22404,532,1,1.0
22405,202,27,0.48
22406,35,6,0.9
22407,603,1,1.0
22408,826,1,1.0
22409,849,1,1.0
2241,565,18,0.66
22410,707,5,0.92
22411,976,2,0.98
22412,354,2,0.98
22413,186,31,0.4
22414,855,4,0.94
22415,299,1,1.0
22416,894,1,1.0
22417,431,2,0.98
22418,418,10,0.82
22419,756,14,0.74
2242,346,2,0.98
22420,299,2,0.98
22421,304,1,1.0
22422,80,13,0.76
22423,721,32,0.38
22424,948,17,0.68
22425,795,21,0.6
22426,10,2,0.98
22427,314,2,0.98
22428,386,1,1.0
22429,687,15,0.72
2243,654,1,1.0
22430,597,5,0.92
22431,146,1,1.0
22432,860,12,0.78
22433,160,11,0.8
22434,3,1,1.0
22435,396,5,0.92
22436,218,10,0.82
22437,136,37,0.28
22438,431,4,0.94
22439,377,1,1.0
2244,827,4,0.94
22440,539,5,0.92
22441,204,11,0.8
22442,678,4,0.94
22443,527,2,0.98
22444,173,1,1.0
22445,445,3,0.96
22446,814,2,0.98
22447,586,12,0.78
22448,631,9,0.84
22449,801,5,0.92
2245,899,16,0.7
22450,670,15,0.72
22451,176,6,0.9
22452,771,2,0.98
22453,386,1,1.0
22454,99,1,1.0
22455,38,2,0.98
22456,792,4,0.94
22457,410,1,1.0
22458,943,2,0.98
22459,211,10,0.82
2246,98,1,1.0
22460,669,1,1.0
22461,235,8,0.86
22462,790,14,0.74
22463,489,29,0.44
22464,289,1,1.0
22465,370,3,0.96
22466,427,2,0.98
22467,960,2,0.98
22468,929,11,0.8
22469,506,4,0.94
2247,457,4,0.94
22470,492,2,0.98
22471,697,31,0.4
22472,64,6,0.9
22473,257,1,1.0
22474,818,7,0.88
22475,100,34,0.34
22476,473,1,1.0
22477,473,1,1.0
22478,343,37,0.28
22479,858,1,1.0
2248,764,6,0.9
22480,197,20,0.62
22481,899,17,0.68
22482,151,2,0.98
22483,167,1,1.0
22484,366,3,0.96
22485,651,7,0.88
22486,635,36,0.3
22487,691,5,0.92
22488,809,5,0.92
22489,968,40,0.22
2249,907,1,1.0
22490,849,1,1.0
22491,944,10,0.82
22492,809,1,1.0
22493,305,10,0.82
22494,765,2,0.98
22495,750,2,0.98
22496,814,1,1.0
22497,8,15,0.72
22498,515,1,1.0
22499,327,34,0.34
225,623,7,0.88
2250,49,6,0.9
22500,173,1,1.0
22501,349,7,0.88
22502,479,1,1.0
22503,948,16,0.7
22504,672,3,0.96
22505,622,41,0.2
22506,551,2,0.98
22507,696,10,0.82
22508,410,1,1.0
22509,349,6,0.9
2251,714,21,0.6
22510,207,1,1.0
22511,623,5,0.92
22512,128,28,0.46
22513,865,11,0.8
22514,153,12,0.78
22515,477,7,0.88
22516,866,14,0.74
22517,944,9,0.84
22518,384,1,1.0
22519,623,7,0.88
2252,277,1,1.0
22520,459,11,0.8
22521,85,28,0.46
22522,511,1,1.0
22523,713,25,0.52
22524,352,3,0.96
22525,782,1,1.0
22526,18,4,0.94
22527,725,25,0.52
22528,111,33,0.36
22529,624,28,0.46
2253,877,6,0.9
22530,339,1,1.0
22531,349,5,0.92
22532,471,17,0.68
22533,669,1,1.0
22534,51,12,0.78
22535,391,1,1.0
22536,794,2,0.98
22537,880,13,0.76
22538,679,9,0.84
22539,880,13,0.76
2254,278,1,1.0
22540,962,23,0.56
22541,970,2,0.98
22542,234,5,0.92
22543,195,8,0.86
22544,353,1,1.0
22545,765,1,1.0
22546,836,2,0.98
22547,356,26,0.5
22548,531,29,0.44
22549,555,13,0.76
2255,876,2,0.98
22550,991,2,0.98
22551,192,1,1.0
22552,987,2,0.98
22553,516,35,0.32
22554,762,15,0.72
22555,676,14,0.74
22556,487,5,0.92
22557,276,1,1.0
22558,668,31,0.4
22559,848,3,0.96
2256,541,20,0.62
22560,186,17,0.68
22561,754,2,0.98
22562,277,1,1.0
22563,869,14,0.74
22564,872,1,1.0
22565,607,26,0.5
22566,410,1,1.0
22567,365,1,1.0
22568,276,2,0.98
22569,592,22,0.58
2257,723,32,0.38
22570,233,2,0.98
22571,225,1,1.0
22572,22,6,0.9
22573,16,1,1.0
22574,55,21,0.6
22575,72,1,1.0
22576,920,1,1.0
22577,215,7,0.88
22578,474,1,1.0
22579,320,1,1.0
2258,995,16,0.7
22580,537,11,0.8
22581,312,1,1.0
22582,137,20,0.62
22583,398,8,0.86
22584,818,7,0.88
22585,214,29,0.44
22586,579,13,0.76
22587,768,1,1.0
22588,298,1,1.0
22589,163,9,0.84
2259,354,1,1.0
22590,327,30,0.42
22591,134,28,0.46
22592,443,1,1.0
22593,598,32,0.38
22594,276,2,0.98
22595,818,12,0.78
22596,886,36,0.3
22597,921,2,0.98
22598,498,7,0.88
22599,886,34,0.34
226,758,26,0.5
2260,105,26,0.5
22600,858,2,0.98
22601,97,3,0.96
22602,52,4,0.94
22603,554,6,0.9
22604,454,2,0.98
22605,52,12,0.78
22606,537,9,0.84
22607,169,23,0.56
22608,921,1,1.0
22609,147,1,1.0
2261,193,15,0.72
22610,586,23,0.56
22611,31,23,0.56
22612,749,1,1.0
22613,624,36,0.3
22614,457,7,0.88
22615,629,2,0.98
22616,441,3,0.96
22617,371,14,0.74
22618,440,1,1.0
22619,83,16,0.7
2262,241,5,0.92
22620,669,1,1.0
22621,439,1,1.0
22622,448,9,0.84
22623,520,1,1.0
22624,242,22,0.58
22625,752,3,0.96
22626,439,1,1.0
22627,89,2,0.98
22628,824,1,1.0
22629,798,3,0.96
2263,934,31,0.4
22630,432,1,1.0
22631,345,9,0.84
22632,292,16,0.7
22633,888,2,0.98
22634,513,25,0.52
22635,578,1,1.0
22636,410,1,1.0
22637,456,14,0.74
22638,870,30,0.42
22639,664,1,1.0
2264,741,28,0.46
22640,701,20,0.62
22641,93,20,0.62
22642,833,1,1.0
22643,389,1,1.0
22644,309,1,1.0
22645,886,33,0.36
22646,418,16,0.7
22647,312,2,0.98
22648,947,2,0.98
22649,185,11,0.8
2265,172,35,0.32
22650,428,15,0.72
22651,969,3,0.96
22652,795,7,0.88
22653,492,3,0.96
22654,679,7,0.88
22655,827,6,0.9
22656,463,7,0.88
22657,330,42,0.18
22658,66,6,0.9
22659,602,10,0.82
2266,296,1,1.0
22660,141,1,1.0
22661,492,2,0.98
22662,261,11,0.8
22663,680,12,0.78
22664,470,16,0.7
22665,0,3,0.96
22666,399,19,0.64
22667,925,25,0.52
22668,841,1,1.0
22669,757,21,0.6
2267,860,10,0.82
22670,664,2,0.98
22671,823,13,0.76
22672,697,32,0.38
22673,700,3,0.96
22674,834,2,0.98
22675,198,1,1.0
22676,449,6,0.9
22677,921,2,0.98
22678,964,1,1.0
22679,231,36,0.3
2268,461,6,0.9
22680,877,12,0.78
22681,520,1,1.0
22682,35,6,0.9
22683,70,1,1.0
22684,284,6,0.9
22685,28,5,0.92
22686,984,30,0.42
22687,824,1,1.0
22688,698,3,0.96
22689,690,1,1.0
2269,339,1,1.0
22690,573,31,0.4
22691,445,5,0.92
22692,592,32,0.38
22693,62,1,1.0
22694,238,4,0.94
22695,459,8,0.86
22696,284,2,0.98
22697,2,28,0.46
22698,822,2,0.98
22699,255,13,0.76
227,894,1,1.0
2270,933,21,0.6
22700,899,17,0.68
22701,404,3,0.96
22702,557,28,0.46
22703,998,2,0.98
22704,7,12,0.78
22705,637,14,0.74
22706,197,24,0.54
22707,553,1,1.0
22708,637,19,0.64
22709,6,4,0.94
2271,869,10,0.82
22710,237,7,0.88
22711,216,1,1.0
22712,397,34,0.34
22713,726,5,0.92
22714,429,8,0.86
22715,359,14,0.74
22716,729,22,0.58
22717,614,14,0.74
22718,772,2,0.98
22719,461,6,0.9
2272,852,1,1.0
22720,994,12,0.78
22721,65,38,0.26
22722,220,17,0.68
22723,551,3,0.96
22724,562,27,0.48
22725,453,1,1.0
22726,648,4,0.94
22727,145,15,0.72
22728,218,18,0.66
22729,141,1,1.0
2273,665,22,0.58
22730,419,21,0.6
22731,227,9,0.84
22732,983,41,0.2
22733,350,4,0.94
22734,36,1,1.0
22735,440,3,0.96
22736,863,7,0.88
22737,549,23,0.56
22738,567,20,0.62
22739,256,28,0.46
2274,427,2,0.98
22740,628,6,0.9
22741,771,5,0.92
22742,284,1,1.0
22743,707,2,0.98
